,arg1,arg2,verb,sentence,verb_idx,label,new_sentences,new_ind
150,market,,drift, The stock market drifted upward .,3,1,market desiresgood productmarket is capable ofsell productmarket has propertyvery popularmarket is at locationcitymarket is used forbuy thingmarket is made ofpersondrift desiresswimdrift is capable ofbe part of naturedrift has propertyrelaxdrift is at locationoceandrift is used forswim,289
151,liter,,drink, The patient must drink several liters each day .,3,0,liter desireswaterliter is capable ofbe heavy than containerliter has propertyheavyliter is at locationcontainerliter is used forcarry thingliter is made offlourdrink desiresbe drunkdrink is capable ofcause deathdrink has propertygooddrink is at locationbardrink is used forquench your thirst,295
152,word,,drink, The mother drinks in every word of her son on the stage .,2,1,word desiresbe writeword is capable ofmean somethingword has propertybadword is at locationsentenceword is used forinsultword is made ofsounddrink desiresbe drunkdrink is capable ofcause deathdrink has propertygooddrink is at locationbardrink is used forquench your thirst,274
153,husband,,drink, The husband drinks and beats his wife .,2,0,husband desiresbe marry to womanhusband is capable ofmarry wifehusband has propertymalehusband is at locationbedhusband is used forwifehusband is made ofmaledrink desiresbe drunkdrink is capable ofcause deathdrink has propertygooddrink is at locationbardrink is used forquench your thirst,290
154,trouble,,drown, She drowned her trouble in alcohol .,1,1,trouble desireswintrouble is capable ofbe bad thingtrouble has propertybadtrouble is at locationjailtrouble is used forget jobtrouble is made ofconsequencedrown desiresdrowndrown is capable ofdrowndrown has propertypainfuldrown is at locationseadrown is used fordrown,268
155,child,,drown, The child drowned in the lake .,2,0,child desiresplaychild is capable ofplay with toychild has propertyvery creativechild is at locationkindergartenchild is used forplay withchild is made ofclaydrown desiresdrowndrown is capable ofdrowndrown has propertypainfuldrown is at locationseadrown is used fordrown,272
156,surface,,dull, Age had dulled the surface .,2,0,surface desiresswimsurface is capable ofbe different shapesurface has propertyflatsurface is at locationoceansurface is used forhold thing togethersurface is made ofsanddull desiresbe extinguishdull is capable ofmean changedull has propertybad for your eyedull is at locationrefrigeratordull is used forpaint,310
157,appetite,,dull, Middle age dulled her appetite for travel .,2,1,appetite desireseatappetite is capable ofbe poisonappetite has propertygoodappetite is at locationrestaurantappetite is used forsatisfy hungerappetite is made ofmeatdull desiresbe extinguishdull is capable ofmean changedull has propertybad for your eyedull is at locationrefrigeratordull is used forpaint,306
158,garbage,,dump, The truck dumped the garbage in the street .,2,0,garbage desireswastegarbage is capable ofbe trashgarbage has propertybadgarbage is at locationtrashgarbage is used forrecyclegarbage is made ofsoildump desireswaterdump is capable ofbe gooddump has propertybaddump is at locationdraindump is used forrecycle,258
159,proprietor,,emerge," Suddenly , the proprietor emerged from his office .",4,0,proprietor desiresgood serviceproprietor is capable ofsell goodproprietor has propertyoldproprietor is at locationbarproprietor is used forsell goodproprietor is made ofdressemerge desiresfreedomemerge is capable ofbe many different coloremerge has propertydarkemerge is at locationsubwayemerge is used forget through,321
160,result,,emerge, Some nice results emerged from the study .,3,1,result desireswinresult is capable ofbe measure in scaleresult has propertybadresult is at locationmathresult is used formake somethingresult is made ofnumberemerge desiresfreedomemerge is capable ofbe many different coloremerge has propertydarkemerge is at locationsubwayemerge is used forget through,304
161,event,,engrave, The event engraved itself into her memory .,2,1,event desiresbe freeevent is capable ofhappenevent has propertyimportantevent is at locationdisneylandevent is used foreventevent is made ofeventengrave desiresbe forgiveengrave is capable ofbe graveengrave has propertyevilengrave is at locationgraveengrave is used forbury dead body,285
162,pen,,engrave, engrave the pen with the owner 's name .,0,0,pen desiresbe writepen is capable ofbe dangerouspen has propertyblackpen is at locationdeskpen is used forwritepen is made ofpaperengrave desiresbe forgiveengrave is capable ofbe graveengrave has propertyevilengrave is at locationgraveengrave is used forbury dead body,268
163,formula,,erase, Please erase the formula on the blackboard -- it is wrong !,1,0,formula desiresbe reproduceformula is capable ofbe fixformula has propertycomplexformula is at locationlaboratoryformula is used fordetermine valueformula is made ofcomponenterase desireswriteerase is capable oferaseerase has propertyharderase is at locationdeskerase is used forerase,285
164,disk,,erase, Who erased the files form my hard disk ?,1,0,disk desiresbe usedisk is capable ofstore informationdisk has propertyrounddisk is at locationcomputerdisk is used forstore datadisk is made ofsiliconerase desireswriteerase is capable oferaseerase has propertyharderase is at locationdeskerase is used forerase,261
165,unrest,,erupt, Unrest erupted in the country .,1,1,unrest desireswarunrest is capable ofhappen anytimeunrest has propertybadunrest is at locationcityunrest is used formake warunrest is made ofunresterupt desiresburnerupt is capable ofcause fireerupt has propertyscaryerupt is at locationwarerupt is used foranger,262
166,tooth,,erupt, The tooth erupted and had to be extracted .,2,1,tooth desireseattooth is capable ofdecaytooth has propertypointytooth is at locationyour mouthtooth is used forchewtooth is made ofmetalerupt desiresburnerupt is capable ofcause fireerupt has propertyscaryerupt is at locationwarerupt is used foranger,252
167,rash,,erupt, A rash erupted on her arms after she had touched the exotic plant .,2,1,rash desiresitchrash is capable ofcause rashrash has propertyitchyrash is at locationyour fingerrash is used forstingrash is made ofbacteriaerupt desiresburnerupt is capable ofcause fireerupt has propertyscaryerupt is at locationwarerupt is used foranger,256
168,bomb,,explode, We exploded the nuclear bomb .,1,0,bomb desiresdestroybomb is capable ofdestroy housebomb has propertydangerousbomb is at locationbomber planebomb is used forkill personbomb is made ofmetalexplode desiresexplodeexplode is capable ofcause damageexplode has propertyloudexplode is at locationspaceexplode is used fordestroy thing,293
169,bottle,,explode, The champagne bottle exploded .,3,0,bottle desiresbe light than airbottle is capable ofhold liquidbottle has propertyemptybottle is at locationkitchenbottle is used forhold liquidbottle is made ofwaterexplode desiresexplodeexplode is capable ofcause damageexplode has propertyloudexplode is at locationspaceexplode is used fordestroy thing,306
170,boss,,explode, The boss exploded when he heard of the resignation of the secretary .,2,1,boss desiresanswer to his questionboss is capable offire employeeboss has propertyimportantboss is at locationofficeboss is used forworkboss is made ofpersonexplode desiresexplodeexplode is capable ofcause damageexplode has propertyloudexplode is at locationspaceexplode is used fordestroy thing,297
171,bridge,,explode, The enemy exploded the bridge .,2,0,bridge desiresflybridge is capable ofcross waterbridge has propertyvery tallbridge is at locationriverbridge is used forcross waterbridge is made ofstoneexplode desiresexplodeexplode is capable ofcause damageexplode has propertyloudexplode is at locationspaceexplode is used fordestroy thing,293
172,lock,,fasten, He fastened the lock onto the door .,1,0,lock desiresopenlock is capable ofkeep person outlock has propertyhard to picklock is at locationgaragelock is used forkeep person outlock is made ofmetalfasten desiresflyfasten is capable offasten your seat beltfasten has propertytightfasten is at locationairplanefasten is used forfasten coat,295
173,dress,,fasten, This dress fastens in the back .,2,0,dress desiresbe washdress is capable ofbe dressdress has propertysexydress is at locationsuitcasedress is used fordressdress is made ofsilkfasten desiresflyfasten is capable offasten your seat beltfasten has propertytightfasten is at locationairplanefasten is used forfasten coat,281
174,nickname,,fasten, They fastened various nicknames to each other .,1,1,nickname desiresbe writenickname is capable ofmean somethingnickname has propertyfunnynickname is at locationdictionarynickname is used forinsultnickname is made ofwordfasten desiresflyfasten is capable offasten your seat beltfasten has propertytightfasten is at locationairplanefasten is used forfasten coat,309
175,grape,,ferment, We ferment the grapes for a very long time to achieve high alcohol content .,1,0,grape desiresfruitgrape is capable ofbe grapegrape has propertygreengrape is at locationmarketgrape is used foreatgrape is made ofgrapeferment desiresfoodferment is capable ofcause cancerferment has propertygoodferment is at locationstewferment is used formake wine,266
176,child,,fill, fill the child with pride .,0,1,child desiresplaychild is capable ofplay with toychild has propertyvery creativechild is at locationkindergartenchild is used forplay withchild is made ofclayfill desiresfoodfill is capable offill bucketfill has propertygoodfill is at locationjarfill is used forfill empty,272
177,pool,,fill, The pool slowly filled with water .,3,0,pool desirespool tablepool is capable ofbe very dangerous gamepool has propertyfunpool is at locationbackyardpool is used forswim inpool is made ofwaterfill desiresfoodfill is capable offill bucketfill has propertygoodfill is at locationjarfill is used forfill empty,269
178,container,,fill, The liquid fills the container .,2,0,container desiresbe recyclablecontainer is capable ofhold liquidcontainer has propertyheavycontainer is at locationkitchencontainer is used forhold thingcontainer is made ofplasticfill desiresfoodfill is capable offill bucketfill has propertygoodfill is at locationjarfill is used forfill empty,296
179,wing,,flap, The bird flapped its wings .,2,0,wing desiresflywing is capable offlapwing has propertyvery usefulwing is at locationairplanewing is used forliftwing is made ofmetalflap desiresflapflap is capable offlapflap has propertyopenflap is at locationwindowflap is used foropen flap,243
180,star,,flare, Every star seemed to flare with new intensity .,4,1,star desiresflystar is capable ofappear to be in orbitstar has propertybigstar is at locationouterspacestar is used fortravel between solar systemstar is made ofhydrogen and heliumflare desiresburnflare is capable ofkill personflare has propertydangerousflare is at locationelectrical circuitflare is used forlight cigarette,328
181,light,,flash, The lights were flashing .,3,0,light desireslightlight is capable ofburnlight has propertybrightlight is at locationin roomlight is used forilluminatelight is made ofelectronflash desiresplay gameflash is capable ofhurt eyeflash has propertybrightflash is at locationtelevisionflash is used forshow off,274
182,intelligence,,flash, The latest intelligence is flashed to all command posts .,4,1,intelligence desiresbe freeintelligence is capable ofbe use to spyintelligence has propertyusefulintelligence is at locationcomputerintelligence is used formanipulateintelligence is made ofintelligenceflash desiresplay gameflash is capable ofhurt eyeflash has propertybrightflash is at locationtelevisionflash is used forshow off,333
183,bill,,flash, he flashed a $ 100 bill .,1,1,bill desiresmoneybill is capable ofpay billbill has propertyduebill is at locationmailbill is used forpay billbill is made ofpaperflash desiresplay gameflash is capable ofhurt eyeflash has propertybrightflash is at locationtelevisionflash is used forshow off,259
184,star,,flash, A shooting star flashed and was gone .,3,0,star desiresflystar is capable ofappear to be in orbitstar has propertybigstar is at locationouterspacestar is used fortravel between solar systemstar is made ofhydrogen and heliumflash desiresplay gameflash is capable ofhurt eyeflash has propertybrightflash is at locationtelevisionflash is used forshow off,311
185,log,,float, He floated the logs down the river .,1,0,log desiresfuellog is capable ofbe movelog has propertyfunlog is at locationforestlog is used forbuild campfirelog is made ofwoodfloat desiresfloat on waterfloat is capable offloat on waterfloat has propertyfunfloat is at locationwaterfloat is used forexercise,261
186,idea,,float, The Republicans are floating the idea of a tax reform .,3,1,idea desiresbe understandidea is capable ofbe abstractidea has propertyimportantidea is at locationchurchidea is used forunderstandidea is made ofideafloat desiresfloat on waterfloat is capable offloat on waterfloat has propertyfunfloat is at locationwaterfloat is used forexercise,284
187,dancer,,float, The dancer floated across the stage .,2,1,dancer desiresdancedancer is capable ofdancedancer has propertysexydancer is at locationdance clubdancer is used fordancedancer is made ofdancerfloat desiresfloat on waterfloat is capable offloat on waterfloat has propertyfunfloat is at locationwaterfloat is used forexercise,277
188,ruble,,float, The government floated the ruble for a few months .,2,1,ruble desiresplayruble is capable ofbe smallruble has propertyheavyruble is at locationjarruble is used formake noiseruble is made ofmetalfloat desiresfloat on waterfloat is capable offloat on waterfloat has propertyfunfloat is at locationwaterfloat is used forexercise,271
189,village,,flood, The swollen river flooded the village .,3,0,village desiresplay gamevillage is capable ofbe very largevillage has propertyfunvillage is at locationcountryvillage is used forlive invillage is made ofpersonflood desiresextinguish fireflood is capable ofdestroy buildflood has propertyvery dangerousflood is at locationflood areaflood is used forflood,307
190,market,,flood, flood the market with tennis shoes .,0,1,market desiresgood productmarket is capable ofsell productmarket has propertyvery popularmarket is at locationcitymarket is used forbuy thingmarket is made ofpersonflood desiresextinguish fireflood is capable ofdestroy buildflood has propertyvery dangerousflood is at locationflood areaflood is used forflood,308
191,basement,,flood, Our basement flooded during the heavy rains .,2,0,basement desiresbasementbasement is capable ofbe different sizebasement has propertydarkbasement is at locationbuildbasement is used forstore thingbasement is made ofconcreteflood desiresextinguish fireflood is capable ofdestroy buildflood has propertyvery dangerousflood is at locationflood areaflood is used forflood,320
192,crowd,,flow, The crowd flowed out of the stadium .,2,1,crowd desiresplay sportcrowd is capable ofcheer for their herocrowd has propertynoisycrowd is at locationstadiumcrowd is used forwatch sportcrowd is made ofpersonflow desiresflowflow is capable offlowflow has propertynecessary to moveflow is at locationriverflow is used formove thing,286
193,water,,flow, Water flowed into the cave .,1,0,water desiresdrinkwater is capable offlow downhillwater has propertynecessary for lifewater is at locationice cubewater is used forwashwater is made ofwaterflow desiresflowflow is capable offlowflow has propertynecessary to moveflow is at locationriverflow is used formove thing,279
194,champagne,,flow, The champagne flowed at the wedding .,2,1,champagne desiresserve at ballchampagne is capable ofbe romantic drinkchampagne has propertybubblychampagne is at locationbarchampagne is used forcelebratechampagne is made offlowerflow desiresflowflow is capable offlowflow has propertynecessary to moveflow is at locationriverflow is used formove thing,305
195,garbage,,flush, The garbage flushed down the river .,2,0,garbage desireswastegarbage is capable ofbe trashgarbage has propertybadgarbage is at locationtrashgarbage is used forrecyclegarbage is made ofsoilflush desiresmasturbateflush is capable ofmean heatflush has propertyredflush is at locationtoiletflush is used forhide,268
196,sky,,flush, the sky flushed with rosy splendor .,2,1,sky desiresflysky is capable ofbe different colorsky has propertyblack at nightsky is at locationskysky is used forflysky is made ofcloudflush desiresmasturbateflush is capable ofmean heatflush has propertyredflush is at locationtoiletflush is used forhide,258
197,wound,,flush, flush the wound with antibiotics .,0,1,wound desiresburnwound is capable ofhurtwound has propertypainfulwound is at locationwarwound is used forstop bleedwound is made ofmetalflush desiresmasturbateflush is capable ofmean heatflush has propertyredflush is at locationtoiletflush is used forhide,255
198,character,,form, form the young child 's character .,0,1,character desiresbe goodcharacter is capable ofbe playcharacter has propertyfuncharacter is at locationplay in playcharacter is used forentertainmentcharacter is made ofideaform desiresbe freeform is capable ofbe many different colorform has propertyimportantform is at locationbookform is used formake thing,308
199,water,,form, the water formed little beads .,2,0,water desiresdrinkwater is capable offlow downhillwater has propertynecessary for lifewater is at locationice cubewater is used forwashwater is made ofwaterform desiresbe freeform is capable ofbe many different colorform has propertyimportantform is at locationbookform is used formake thing,293
200,language,,fracture, This writer really fractures the language .,3,1,language desirescommunicatelanguage is capable ofbe readlanguage has propertycomplexlanguage is at locationlanguagelanguage is used forcommunicatelanguage is made oflanguagefracture desiresbreakfracture is capable ofcause injuryfracture has propertybadfracture is at locationarteryfracture is used forbreak bone,314
201,balance,,fracture, These events could fracture the balance of power .,3,1,balance desiresbe freebalance is capable ofequal weightbalance has propertyimportantbalance is at locationdeskbalance is used forweigh itembalance is made ofatomfracture desiresbreakfracture is capable ofcause injuryfracture has propertybadfracture is at locationarteryfracture is used forbreak bone,302
202,bolt,,fracture, The pothole fractured a bolt on the axle .,2,0,bolt desiresbe cleanbolt is capable ofopen boltbolt has propertyhardbolt is at locationgaragebolt is used forfasten thing togetherbolt is made ofmetalfracture desiresbreakfracture is capable ofcause injuryfracture has propertybadfracture is at locationarteryfracture is used forbreak bone,290
203,car,,fuel," fuel aircraft , ships , and cars .",0,0,car desiresrun on gasolinecar is capable ofbe dangerouscar has propertydangerouscar is at locationin garagecar is used fortravelcar is made ofmetalfuel desiresfuelfuel is capable ofpower carfuel has propertyessential to lifefuel is at locationplanefuel is used fortravel,270
204,tanker,,fuel, The tanker fueled in Bahrain .,2,0,tanker desiresfueltanker is capable oflandtanker has propertyvery noisytanker is at locationairporttanker is used forship cargotanker is made ofmetalfuel desiresfuelfuel is capable ofpower carfuel has propertyessential to lifefuel is at locationplanefuel is used fortravel,274
205,debate,,fuel, fuel the debate on creationism .,0,1,debate desiresdebatedebate is capable ofbe debatedebate has propertyimportantdebate is at locationdebatedebate is used fordebatedebate is made ofopinionfuel desiresfuelfuel is capable ofpower carfuel has propertyessential to lifefuel is at locationplanefuel is used fortravel,275
206,press,,gag, The press was gagged .,3,1,press desiresanswer to questionpress is capable ofbe presspress has propertyimportantpress is at locationtelevisionpress is used fortransmit informationpress is made ofpapergag desiresgaggag is capable ofcause gaggag has propertyunpleasantgag is at locationgaggag is used forgag,281
207,horse,,gallop, The horse was galloping along .,3,0,horse desiresrunhorse is capable ofjump over obstaclehorse has propertybighorse is at locationkentucky derbyhorse is used forridehorse is made ofmusclegallop desiresrungallop is capable ofbe fun sportgallop has propertyfungallop is at locationhorsegallop is used forride horse,279
208,girl,,glare, The girl glared at the man who tried to make a pass at her .,2,0,girl desiresplay with ballgirl is capable ofbe girlgirl has propertycutegirl is at locationschoolgirl is used forlovegirl is made ofgirlglare desiresbe readglare is capable ofanger animalglare has propertydangerousglare is at locationpersonglare is used forhurt eye,267
209,moon,,glare, The moon glared back at itself from the lake 's surface .,2,1,moon desiresshinemoon is capable ofrise in skymoon has propertyroundmoon is at locationskymoon is used forenergymoon is made ofrockglare desiresbe readglare is capable ofanger animalglare has propertydangerousglare is at locationpersonglare is used forhurt eye,262
210,sun,,glare, The sun glared down on us .,2,1,sun desiresshinesun is capable ofshine brightsun has propertybrightsun is at locationskysun is used forenergysun is made ofsandglare desiresbe readglare is capable ofanger animalglare has propertydangerousglare is at locationpersonglare is used forhurt eye,258
211,firefly,,glow, The fireflies were glowing and flying about in the garden .,3,0,firefly desiresflyfirefly is capable offlyfirefly has propertyflyfirefly is at locationwebfirefly is used forflyfirefly is made ofinsectglow desiresilluminateglow is capable ofburn skinglow has propertybrightglow is at locationcasinoglow is used forilluminate,262
212,face,,glow, Her face glowed when she came out of the sauna .,2,1,face desiresbe touchface is capable ofbe different colorface has propertyroundface is at locationfaceface is used forlook at thingface is made ofboneglow desiresilluminateglow is capable ofburn skinglow has propertybrightglow is at locationcasinoglow is used forilluminate,274
213,coal,,glow, The coals were glowing in the dark .,3,0,coal desiresfuelcoal is capable ofheat earthcoal has propertyhotcoal is at locationcoal minecoal is used forcookcoal is made ofironglow desiresilluminateglow is capable ofburn skinglow has propertybrightglow is at locationcasinoglow is used forilluminate,257
214,heart,,glow, Make the people 's hearts glow .,5,1,heart desiresbe loveheart is capable ofbeatheart has propertystrongheart is at locationpersonheart is used forloveheart is made ofcellglow desiresilluminateglow is capable ofburn skinglow has propertybrightglow is at locationcasinoglow is used forilluminate,262
215,passenger,,grab, The passenger grabbed for the oxygen mask .,2,0,passenger desiresflypassenger is capable ofboard shippassenger has propertydrivepassenger is at locationbus stoppassenger is used fordrivepassenger is made ofleathergrab desireshave sexgrab is capable ofhold thinggrab has propertyfungrab is at locationfridgegrab is used forhold on to something,296
216,hand,,grab, She grabbed the child 's hand and ran out of the room .,1,0,hand desiresplay gamehand is capable ofhold thinghand has propertyhold up by wristhand is at locationpursehand is used forhold thinghand is made ofbonegrab desireshave sexgrab is capable ofhold thinggrab has propertyfungrab is at locationfridgegrab is used forhold on to something,281
217,story,,grab, This story will grab you .,3,1,story desiresbe readstory is capable ofbe readstory has propertyinaccuratestory is at locationnewspaperstory is used forentertainmentstory is made offactgrab desireshave sexgrab is capable ofhold thinggrab has propertyfungrab is at locationfridgegrab is used forhold on to something,285
218,conversation,,gravitate, The conversation gravitated towards politics .,2,1,conversation desiresbe understandconversation is capable ofbe confuseconversation has propertyimportant to personconversation is at locationdinnerconversation is used forcommunicateconversation is made ofinformationgravitate desiresgood lifegravitate is capable ofmake you feel goodgravitate has propertyimportantgravitate is at locationuniversegravitate is used formake something,382
219,boy,,gravitate, Boys gravitate towards girls at that age .,1,1,boy desiresplayboy is capable ofplay basketballboy has propertymaleboy is at locationschoolboy is used forplay withboy is made ofplasticgravitate desiresgood lifegravitate is capable ofmake you feel goodgravitate has propertyimportantgravitate is at locationuniversegravitate is used formake something,302
220,star,,gravitate, The stars gravitate towards each other .,2,0,star desiresflystar is capable ofappear to be in orbitstar has propertybigstar is at locationouterspacestar is used fortravel between solar systemstar is made ofhydrogen and heliumgravitate desiresgood lifegravitate is capable ofmake you feel goodgravitate has propertyimportantgravitate is at locationuniversegravitate is used formake something,347
221,spice,,grind, grind the spices in a mortar .,0,0,spice desiresfoodspice is capable ofmake you feel goodspice has propertyspicyspice is at locationpantryspice is used forflavor foodspice is made ofspicegrind desiresbe cleangrind is capable ofbe grindgrind has propertyhardgrind is at locationgrindgrind is used formove thing,274
222,mind,,grope, His mind groped to make the connection .,2,1,mind desiresbe freemind is capable ofbe dangerousmind has propertygoodmind is at locationyour headmind is used forthinkmind is made ofthoughtgrope desiresyour partnergrope is capable ofgrab thinggrope has propertyuncomfortablegrope is at locationyour pantgrope is used forhold thing,284
223,woman,,grope, He made some sexual advances at the woman in his office and groped her repeatedly .,12,0,woman desiresbe lovewoman is capable ofbe pregnantwoman has propertywalk along beachwoman is at locationbedwoman is used forhave sexwoman is made ofwomangrope desiresyour partnergrope is capable ofgrab thinggrope has propertyuncomfortablegrope is at locationyour pantgrope is used forhold thing,306
224,man,,guard, There will be men guarding the horses .,4,0,man desiresbe goodman is capable ofbe goodman has propertymaleman is at locationofficeman is used forloveman is made ofmuscleguard desiresfreedomguard is capable ofguard prisonerguard has propertydangerousguard is at locationprisonguard is used forenforce law,263
225,possession,,guard, Please guard my possessions while I 'm away .,1,0,possession desiresfreedompossession is capable ofbe dangerouspossession has propertybadpossession is at locationbankpossession is used forprotectpossession is made ofmoneyguard desiresfreedomguard is capable ofguard prisonerguard has propertydangerousguard is at locationprisonguard is used forenforce law,306
226,vaccine,,guard, This vaccine will guard you against infection .,3,1,vaccine desiresspreadvaccine is capable ofspreadvaccine has propertycontagiousvaccine is at locationhospitalvaccine is used forcure illnessvaccine is made ofvaccineguard desiresfreedomguard is capable ofguard prisonerguard has propertydangerousguard is at locationprisonguard is used forenforce law,301
227,lava,,gutter, The cooling lava continued to gutter toward lower ground .,5,0,lava desiresfuellava is capable ofmeltlava has propertyhotlava is at locationvolcanolava is used forcooklava is made oflavagutter desireswatergutter is capable ofrain on yougutter has propertyslipperygutter is at locationstreetgutter is used forthrow up,258
228,tear,,gutter, Tears guttered down her face .,1,1,tear desiresbe holdtear is capable ofbe uglytear has propertymessytear is at locationyour eyetear is used forcrytear is made ofteargutter desireswatergutter is capable ofrain on yougutter has propertyslipperygutter is at locationstreetgutter is used forthrow up,262
229,rain,,gutter, The heavy rain guttered the soil .,3,0,rain desiresrainrain is capable ofrain on yourain has propertywetrain is at locationrainrain is used formake water fallrain is made ofwatergutter desireswatergutter is capable ofrain on yougutter has propertyslipperygutter is at locationstreetgutter is used forthrow up,272
230,building,,gutter, The roofer began to gutter the buildings .,4,0,building desiresbe buildbuilding is capable ofbe buildbuilding has propertytallbuilding is at locationbuildbuilding is used forshelterbuilding is made ofbrickgutter desireswatergutter is capable ofrain on yougutter has propertyslipperygutter is at locationstreetgutter is used forthrow up,292
231,color,,harmonize, The colors do n't harmonize .,4,1,color desiresbe mixcolor is capable ofchange color of lightcolor has propertyreflectivecolor is at locationrainbowcolor is used formake picturecolor is made ofwaterharmonize desiressingharmonize is capable ofmake musicharmonize has propertyfunharmonize is at locationconcertharmonize is used formake music,309
232,goal,,harmonize, harmonize one 's goals with one 's abilities .,0,1,goal desiresbe freegoal is capable ofbe quantifiablegoal has propertyimportantgoal is at locationschoolgoal is used foraccomplish goalgoal is made ofgoalharmonize desiressingharmonize is capable ofmake musicharmonize has propertyfunharmonize is at locationconcertharmonize is used formake music,294
233,work,,heap, He heaped him with work .,1,1,work desiresaccomplishwork is capable ofbe bore workwork has propertyhardwork is at locationofficework is used forearn moneywork is made ofworkheap desireswaterheap is capable ofhold thingheap has propertyflatheap is at locationclosetheap is used forsleep on,259
234,firewood,,heap, heap firewood around the fireplace .,0,0,firewood desiresfirefirewood is capable ofburn woodfirewood has propertyusefulfirewood is at locationbuildfirewood is used forcookfirewood is made ofwoodheap desireswaterheap is capable ofhold thingheap has propertyflatheap is at locationclosetheap is used forsleep on,268
235,platter,,heap, heap the platter with potatoes .,0,0,platter desiresbe serve at dine roomplatter is capable ofhold foodplatter has propertyroundplatter is at locationrestaurantplatter is used forhold foodplatter is made ofglassheap desireswaterheap is capable ofhold thingheap has propertyflatheap is at locationclosetheap is used forsleep on,289
236,boar,,hunt, Goering often hunted wild boars in Poland .,2,0,boar desireseat meatboar is capable ofhuntboar has propertybigboar is at locationforestboar is used forkill deerboar is made ofmeathunt desireskillhunt is capable ofbe dangerous occupationhunt has propertyfunhunt is at locationforesthunt is used forsport,256
237,immigrant,,hunt, They hunted the unwanted immigrants out of the neighborhood .,1,1,immigrant desiresequalityimmigrant is capable ofvoteimmigrant has propertyethnicimmigrant is at locationcityimmigrant is used forworkimmigrant is made ofethnic grouphunt desireskillhunt is capable ofbe dangerous occupationhunt has propertyfunhunt is at locationforesthunt is used forsport,289
238,oscillator,,hunt, The oscillator hunts about the correct frequency .,2,1,oscillator desirespoweroscillator is capable ofpower engineoscillator has propertyvery oldoscillator is at locationcomputeroscillator is used forpower generatoroscillator is made ofmetalhunt desireskillhunt is capable ofbe dangerous occupationhunt has propertyfunhunt is at locationforesthunt is used forsport,311
239,back,,hurt, This exercise will hurt your back .,3,0,back desiresbe freeback is capable ofbe any colorback has propertygoodback is at locationdeskback is used forcloseback is made ofmetalhurt desiresbe freehurt is capable ofhurthurt has propertybadhurt is at locationwarhurt is used forhurt,240
240,business,,hurt, Our business was hurt by the new competition .,3,1,business desiresprofitbusiness is capable ofincrease profitbusiness has propertyprofitablebusiness is at locationcitybusiness is used forsell productbusiness is made ofbusinesshurt desiresbe freehurt is capable ofhurthurt has propertybadhurt is at locationwarhurt is used forhurt,282
241,heat,,ignite, Great heat can ignite almost any dry matter .,3,0,heat desiresfuelheat is capable ofburn skinheat has propertyhotheat is at locationovenheat is used forcookheat is made ofenergyignite desireslightignite is capable ofburn skinignite has propertydangerousignite is at locationfireignite is used forcook,253
242,gas,,ignite, Marsh gases ignited suddenly .,2,0,gas desiresfuelgas is capable oftravelgas has propertyflammablegas is at locationgas stationgas is used forfuelgas is made ofhydrogen and oxygenignite desireslightignite is capable ofburn skinignite has propertydangerousignite is at locationfireignite is used forcook,269
243,hatred,,ignite, The ostentatious way of living of the rich ignites the hatred of the poor .,8,1,hatred desiresdestroyhatred is capable ofanger godhatred has propertybadhatred is at locationwarhatred is used forhatehatred is made ofhateignite desireslightignite is capable ofburn skinignite has propertydangerousignite is at locationfireignite is used forcook,270
244,plant,,immigrate, only few plants can immigrate to the island .,4,1,plant desireswaterplant is capable ofgrow in gardenplant has propertygreenplant is at locationgardenplant is used forgrow foodplant is made ofsoilimmigrate desiresmoneyimmigrate is capable ofto americaimmigrate has propertybadimmigrate is at locationcountryimmigrate is used forget money,291
245,people,,immigrate, Many people immigrated at the beginning of the 20th century .,2,0,people desiresbe freepeople is capable ofeatpeople has propertyselfishpeople is at locationbus stoppeople is used forworkpeople is made ofpersonimmigrate desiresmoneyimmigrate is capable ofto americaimmigrate has propertybadimmigrate is at locationcountryimmigrate is used forget money,287
246,head,,incline, She inclined her head to the student .,1,0,head desiresswimhead is capable ofbe cuthead has propertyroundhead is at locationheadhead is used forthinkhead is made ofcellincline desiresride bicycleincline is capable ofbe dangerousincline has propertydangerousincline is at locationmountainincline is used forget across obstacle,283
247,language,,incline, Their language inclines us to believe them .,2,1,language desirescommunicatelanguage is capable ofbe readlanguage has propertycomplexlanguage is at locationlanguagelanguage is used forcommunicatelanguage is made oflanguageincline desiresride bicycleincline is capable ofbe dangerousincline has propertydangerousincline is at locationmountainincline is used forget across obstacle,332
248,child,,infect, Your children have infected you with this head cold .,3,0,child desiresplaychild is capable ofplay with toychild has propertyvery creativechild is at locationkindergartenchild is used forplay withchild is made ofclayinfect desireskillinfect is capable ofcause illnessinfect has propertybadinfect is at locationhospitalinfect is used forkill,285
249,society,,infect, society was infected by racism .,2,1,society desiresequalitysociety is capable ofbe good personsociety has propertycorruptsociety is at locationcountrysociety is used forlive insociety is made oforganisminfect desireskillinfect is capable ofcause illnessinfect has propertybadinfect is at locationhospitalinfect is used forkill,292
250,laughter,,infect, His laughter infects everyone who is in the same room .,2,1,laughter desireslaughterlaughter is capable ofmake person laughlaughter has propertygoodlaughter is at locationmovielaughter is used forfunlaughter is made ofhappinessinfect desireskillinfect is capable ofcause illnessinfect has propertybadinfect is at locationhospitalinfect is used forkill,293
