,arg1,arg2,verb,sentence,verb_idx,label,new_sentences,new_ind
140,pound,,down, Some people can down a pound of meat in the course of one meal .,3,1,pound has propertyheavy pound is at locationjar pound is used forweigh item down desires play. down is at location floor. down is used for get to top.  Some people can down a pound of meat in the course of one meal .,45
141,suspect,,down, The policeman downed the heavily armed suspect .,2,0,suspect has propertysuspect suspect is at locationcrime scene suspect is used forsolve crime down desires play. down is at location floor. down is used for get to top.  The policeman downed the heavily armed suspect .,38
142,water,,drain, The rain water drains into this big vat .,3,0,water has propertynecessary for life water is at locationice cube water is used forwash drain desires fill with water. drain is at location drain. drain is used for drain.  The rain water drains into this big vat .,41
143,tank,,drain, We drained the oil tank .,1,0,tank has propertyheavy tank is at locationwar tank is used forkill person drain desires fill with water. drain is at location drain. drain is used for drain.  We drained the oil tank .,34
144,life,,drain, Life in the camp drained him .,4,1,life has propertyfragile life is at locationearth life is used forlive drain desires fill with water. drain is at location drain. drain is used for drain.  Life in the camp drained him .,37
145,snow,,drift, snow drifting several feet high .,1,0,snow has propertywhite snow is at locationantarctica snow is used formake snowman drift desires swim. drift is at location ocean. drift is used for swim.  snow drifting several feet high .,32
146,price,,drift, stock prices are drifting higher .,3,1,price has propertybad price is at locationbank price is used forbuy thing drift desires swim. drift is at location ocean. drift is used for swim.  stock prices are drifting higher .,34
147,son,,drift, My son drifted around for years in California before going to law school .,2,1,son has propertymale son is at locationfamily son is used forplay with drift desires swim. drift is at location ocean. drift is used for swim.  My son drifted around for years in California before going to law school .,41
148,man,,drift, The unknown young man drifted among the invited guests .,4,1,man has propertymale man is at locationoffice man is used forlove drift desires swim. drift is at location ocean. drift is used for swim.  The unknown young man drifted among the invited guests .,38
149,boat,,drift, drift the boats downstream .,0,0,boat has propertyfun boat is at locationwater boat is used fortravel drift desires swim. drift is at location ocean. drift is used for swim.  drift the boats downstream .,29
150,market,,drift, The stock market drifted upward .,3,1,market has propertyvery popular market is at locationcity market is used forbuy thing drift desires swim. drift is at location ocean. drift is used for swim.  The stock market drifted upward .,35
151,liter,,drink, The patient must drink several liters each day .,3,0,liter has propertyheavy liter is at locationcontainer liter is used forcarry thing drink desires be drunk. drink is at location bar. drink is used for quench your thirst.  The patient must drink several liters each day .,40
152,word,,drink, The mother drinks in every word of her son on the stage .,2,1,word has propertybad word is at locationsentence word is used forinsult drink desires be drunk. drink is at location bar. drink is used for quench your thirst.  The mother drinks in every word of her son on the stage .,42
153,husband,,drink, The husband drinks and beats his wife .,2,0,husband has propertymale husband is at locationbed husband is used forwife drink desires be drunk. drink is at location bar. drink is used for quench your thirst.  The husband drinks and beats his wife .,37
154,trouble,,drown, She drowned her trouble in alcohol .,1,1,trouble has propertybad trouble is at locationjail trouble is used forget job drown desires drown. drown is at location sea. drown is used for drown.  She drowned her trouble in alcohol .,33
155,child,,drown, The child drowned in the lake .,2,0,child has propertyvery creative child is at locationkindergarten child is used forplay with drown desires drown. drown is at location sea. drown is used for drown.  The child drowned in the lake .,35
156,surface,,dull, Age had dulled the surface .,2,0,surface has propertyflat surface is at locationocean surface is used forhold thing together dull desires be extinguish. dull is at location refrigerator. dull is used for paint.  Age had dulled the surface .,35
157,appetite,,dull, Middle age dulled her appetite for travel .,2,1,appetite has propertygood appetite is at locationrestaurant appetite is used forsatisfy hunger dull desires be extinguish. dull is at location refrigerator. dull is used for paint.  Middle age dulled her appetite for travel .,36
158,garbage,,dump, The truck dumped the garbage in the street .,2,0,garbage has propertybad garbage is at locationtrash garbage is used forrecycle dump desires water. dump is at location drain. dump is used for recycle.  The truck dumped the garbage in the street .,35
159,proprietor,,emerge," Suddenly , the proprietor emerged from his office .",4,0,"proprietor has propertyold proprietor is at locationbar proprietor is used forsell good emerge desires freedom. emerge is at location subway. emerge is used for get through.  Suddenly , the proprietor emerged from his office .",39
160,result,,emerge, Some nice results emerged from the study .,3,1,result has propertybad result is at locationmath result is used formake something emerge desires freedom. emerge is at location subway. emerge is used for get through.  Some nice results emerged from the study .,37
161,event,,engrave, The event engraved itself into her memory .,2,1,event has propertyimportant event is at locationdisneyland event is used forevent engrave desires be forgive. engrave is at location grave. engrave is used for bury dead body.  The event engraved itself into her memory .,37
162,pen,,engrave, engrave the pen with the owner 's name .,0,0,pen has propertyblack pen is at locationdesk pen is used forwrite engrave desires be forgive. engrave is at location grave. engrave is used for bury dead body.  engrave the pen with the owner 's name .,36
163,formula,,erase, Please erase the formula on the blackboard -- it is wrong !,1,0,formula has propertycomplex formula is at locationlaboratory formula is used fordetermine value erase desires write. erase is at location desk. erase is used for erase.  Please erase the formula on the blackboard -- it is wrong !,38
164,disk,,erase, Who erased the files form my hard disk ?,1,0,disk has propertyround disk is at locationcomputer disk is used forstore data erase desires write. erase is at location desk. erase is used for erase.  Who erased the files form my hard disk ?,35
165,unrest,,erupt, Unrest erupted in the country .,1,1,unrest has propertybad unrest is at locationcity unrest is used formake war erupt desires burn. erupt is at location war. erupt is used for anger.  Unrest erupted in the country .,32
166,tooth,,erupt, The tooth erupted and had to be extracted .,2,1,tooth has propertypointy tooth is at locationyour mouth tooth is used forchew erupt desires burn. erupt is at location war. erupt is used for anger.  The tooth erupted and had to be extracted .,36
167,rash,,erupt, A rash erupted on her arms after she had touched the exotic plant .,2,1,rash has propertyitchy rash is at locationyour finger rash is used forsting erupt desires burn. erupt is at location war. erupt is used for anger.  A rash erupted on her arms after she had touched the exotic plant .,41
168,bomb,,explode, We exploded the nuclear bomb .,1,0,bomb has propertydangerous bomb is at locationbomber plane bomb is used forkill person explode desires explode. explode is at location space. explode is used for destroy thing.  We exploded the nuclear bomb .,34
169,bottle,,explode, The champagne bottle exploded .,3,0,bottle has propertyempty bottle is at locationkitchen bottle is used forhold liquid explode desires explode. explode is at location space. explode is used for destroy thing.  The champagne bottle exploded .,34
170,boss,,explode, The boss exploded when he heard of the resignation of the secretary .,2,1,boss has propertyimportant boss is at locationoffice boss is used forwork explode desires explode. explode is at location space. explode is used for destroy thing.  The boss exploded when he heard of the resignation of the secretary .,40
171,bridge,,explode, The enemy exploded the bridge .,2,0,bridge has propertyvery tall bridge is at locationriver bridge is used forcross water explode desires explode. explode is at location space. explode is used for destroy thing.  The enemy exploded the bridge .,35
172,lock,,fasten, He fastened the lock onto the door .,1,0,lock has propertyhard to pick lock is at locationgarage lock is used forkeep person out fasten desires fly. fasten is at location airplane. fasten is used for fasten coat.  He fastened the lock onto the door .,38
173,dress,,fasten, This dress fastens in the back .,2,0,dress has propertysexy dress is at locationsuitcase dress is used fordress fasten desires fly. fasten is at location airplane. fasten is used for fasten coat.  This dress fastens in the back .,34
174,nickname,,fasten, They fastened various nicknames to each other .,1,1,nickname has propertyfunny nickname is at locationdictionary nickname is used forinsult fasten desires fly. fasten is at location airplane. fasten is used for fasten coat.  They fastened various nicknames to each other .,34
175,grape,,ferment, We ferment the grapes for a very long time to achieve high alcohol content .,1,0,grape has propertygreen grape is at locationmarket grape is used foreat ferment desires food. ferment is at location stew. ferment is used for make wine.  We ferment the grapes for a very long time to achieve high alcohol content .,41
176,child,,fill, fill the child with pride .,0,1,child has propertyvery creative child is at locationkindergarten child is used forplay with fill desires food. fill is at location jar. fill is used for fill empty.  fill the child with pride .,33
177,pool,,fill, The pool slowly filled with water .,3,0,pool has propertyfun pool is at locationbackyard pool is used forswim in fill desires food. fill is at location jar. fill is used for fill empty.  The pool slowly filled with water .,36
178,container,,fill, The liquid fills the container .,2,0,container has propertyheavy container is at locationkitchen container is used forhold thing fill desires food. fill is at location jar. fill is used for fill empty.  The liquid fills the container .,34
179,wing,,flap, The bird flapped its wings .,2,0,wing has propertyvery useful wing is at locationairplane wing is used forlift flap desires flap. flap is at location window. flap is used for open flap.  The bird flapped its wings .,34
180,star,,flare, Every star seemed to flare with new intensity .,4,1,star has propertybig star is at locationouterspace star is used fortravel between solar system flare desires burn. flare is at location electrical circuit. flare is used for light cigarette.  Every star seemed to flare with new intensity .,42
181,light,,flash, The lights were flashing .,3,0,light has propertybright light is at locationin room light is used forilluminate flash desires play game. flash is at location television. flash is used for show off.  The lights were flashing .,35
182,intelligence,,flash, The latest intelligence is flashed to all command posts .,4,1,intelligence has propertyuseful intelligence is at locationcomputer intelligence is used formanipulate flash desires play game. flash is at location television. flash is used for show off.  The latest intelligence is flashed to all command posts .,40
183,bill,,flash, he flashed a $ 100 bill .,1,1,bill has propertydue bill is at locationmail bill is used forpay bill flash desires play game. flash is at location television. flash is used for show off.  he flashed a $ 100 bill .,35
184,star,,flash, A shooting star flashed and was gone .,3,0,star has propertybig star is at locationouterspace star is used fortravel between solar system flash desires play game. flash is at location television. flash is used for show off.  A shooting star flashed and was gone .,40
185,log,,float, He floated the logs down the river .,1,0,log has propertyfun log is at locationforest log is used forbuild campfire float desires float on water. float is at location water. float is used for exercise.  He floated the logs down the river .,36
186,idea,,float, The Republicans are floating the idea of a tax reform .,3,1,idea has propertyimportant idea is at locationchurch idea is used forunderstand float desires float on water. float is at location water. float is used for exercise.  The Republicans are floating the idea of a tax reform .,40
187,dancer,,float, The dancer floated across the stage .,2,1,dancer has propertysexy dancer is at locationdance club dancer is used fordance float desires float on water. float is at location water. float is used for exercise.  The dancer floated across the stage .,36
188,ruble,,float, The government floated the ruble for a few months .,2,1,ruble has propertyheavy ruble is at locationjar ruble is used formake noise float desires float on water. float is at location water. float is used for exercise.  The government floated the ruble for a few months .,39
189,village,,flood, The swollen river flooded the village .,3,0,village has propertyfun village is at locationcountry village is used forlive in flood desires extinguish fire. flood is at location flood area. flood is used for flood.  The swollen river flooded the village .,37
190,market,,flood, flood the market with tennis shoes .,0,1,market has propertyvery popular market is at locationcity market is used forbuy thing flood desires extinguish fire. flood is at location flood area. flood is used for flood.  flood the market with tennis shoes .,35
191,basement,,flood, Our basement flooded during the heavy rains .,2,0,basement has propertydark basement is at locationbuild basement is used forstore thing flood desires extinguish fire. flood is at location flood area. flood is used for flood.  Our basement flooded during the heavy rains .,37
192,crowd,,flow, The crowd flowed out of the stadium .,2,1,crowd has propertynoisy crowd is at locationstadium crowd is used forwatch sport flow desires flow. flow is at location river. flow is used for move thing.  The crowd flowed out of the stadium .,36
193,water,,flow, Water flowed into the cave .,1,0,water has propertynecessary for life water is at locationice cube water is used forwash flow desires flow. flow is at location river. flow is used for move thing.  Water flowed into the cave .,35
194,champagne,,flow, The champagne flowed at the wedding .,2,1,champagne has propertybubbly champagne is at locationbar champagne is used forcelebrate flow desires flow. flow is at location river. flow is used for move thing.  The champagne flowed at the wedding .,34
195,garbage,,flush, The garbage flushed down the river .,2,0,garbage has propertybad garbage is at locationtrash garbage is used forrecycle flush desires masturbate. flush is at location toilet. flush is used for hide.  The garbage flushed down the river .,33
196,sky,,flush, the sky flushed with rosy splendor .,2,1,sky has propertyblack at night sky is at locationsky sky is used forfly flush desires masturbate. flush is at location toilet. flush is used for hide.  the sky flushed with rosy splendor .,35
197,wound,,flush, flush the wound with antibiotics .,0,1,wound has propertypainful wound is at locationwar wound is used forstop bleed flush desires masturbate. flush is at location toilet. flush is used for hide.  flush the wound with antibiotics .,31
198,character,,form, form the young child 's character .,0,1,character has propertyfun character is at locationplay in play character is used forentertainment form desires be free. form is at location book. form is used for make thing.  form the young child 's character .,35
199,water,,form, the water formed little beads .,2,0,water has propertynecessary for life water is at locationice cube water is used forwash form desires be free. form is at location book. form is used for make thing.  the water formed little beads .,37
200,language,,fracture, This writer really fractures the language .,3,1,language has propertycomplex language is at locationlanguage language is used forcommunicate fracture desires break. fracture is at location artery. fracture is used for break bone.  This writer really fractures the language .,35
201,balance,,fracture, These events could fracture the balance of power .,3,1,balance has propertyimportant balance is at locationdesk balance is used forweigh item fracture desires break. fracture is at location artery. fracture is used for break bone.  These events could fracture the balance of power .,38
202,bolt,,fracture, The pothole fractured a bolt on the axle .,2,0,bolt has propertyhard bolt is at locationgarage bolt is used forfasten thing together fracture desires break. fracture is at location artery. fracture is used for break bone.  The pothole fractured a bolt on the axle .,38
203,car,,fuel," fuel aircraft , ships , and cars .",0,0,"car has propertydangerous car is at locationin garage car is used fortravel fuel desires fuel. fuel is at location plane. fuel is used for travel.  fuel aircraft , ships , and cars .",33
204,tanker,,fuel, The tanker fueled in Bahrain .,2,0,tanker has propertyvery noisy tanker is at locationairport tanker is used forship cargo fuel desires fuel. fuel is at location plane. fuel is used for travel.  The tanker fueled in Bahrain .,34
205,debate,,fuel, fuel the debate on creationism .,0,1,debate has propertyimportant debate is at locationdebate debate is used fordebate fuel desires fuel. fuel is at location plane. fuel is used for travel.  fuel the debate on creationism .,30
206,press,,gag, The press was gagged .,3,1,press has propertyimportant press is at locationtelevision press is used fortransmit information gag desires gag. gag is at location gag. gag is used for gag.  The press was gagged .,33
207,horse,,gallop, The horse was galloping along .,3,0,horse has propertybig horse is at locationkentucky derby horse is used forride gallop desires run. gallop is at location horse. gallop is used for ride horse.  The horse was galloping along .,35
208,girl,,glare, The girl glared at the man who tried to make a pass at her .,2,0,girl has propertycute girl is at locationschool girl is used forlove glare desires be read. glare is at location person. glare is used for hurt eye.  The girl glared at the man who tried to make a pass at her .,43
209,moon,,glare, The moon glared back at itself from the lake 's surface .,2,1,moon has propertyround moon is at locationsky moon is used forenergy glare desires be read. glare is at location person. glare is used for hurt eye.  The moon glared back at itself from the lake 's surface .,40
210,sun,,glare, The sun glared down on us .,2,1,sun has propertybright sun is at locationsky sun is used forenergy glare desires be read. glare is at location person. glare is used for hurt eye.  The sun glared down on us .,35
211,firefly,,glow, The fireflies were glowing and flying about in the garden .,3,0,firefly has propertyfly firefly is at locationweb firefly is used forfly glow desires illuminate. glow is at location casino. glow is used for illuminate.  The fireflies were glowing and flying about in the garden .,38
212,face,,glow, Her face glowed when she came out of the sauna .,2,1,face has propertyround face is at locationface face is used forlook at thing glow desires illuminate. glow is at location casino. glow is used for illuminate.  Her face glowed when she came out of the sauna .,39
213,coal,,glow, The coals were glowing in the dark .,3,0,coal has propertyhot coal is at locationcoal mine coal is used forcook glow desires illuminate. glow is at location casino. glow is used for illuminate.  The coals were glowing in the dark .,36
214,heart,,glow, Make the people 's hearts glow .,5,1,heart has propertystrong heart is at locationperson heart is used forlove glow desires illuminate. glow is at location casino. glow is used for illuminate.  Make the people 's hearts glow .,36
215,passenger,,grab, The passenger grabbed for the oxygen mask .,2,0,passenger has propertydrive passenger is at locationbus stop passenger is used fordrive grab desires have sex. grab is at location fridge. grab is used for hold on to something.  The passenger grabbed for the oxygen mask .,39
216,hand,,grab, She grabbed the child 's hand and ran out of the room .,1,0,hand has propertyhold up by wrist hand is at locationpurse hand is used forhold thing grab desires have sex. grab is at location fridge. grab is used for hold on to something.  She grabbed the child 's hand and ran out of the room .,46
217,story,,grab, This story will grab you .,3,1,story has propertyinaccurate story is at locationnewspaper story is used forentertainment grab desires have sex. grab is at location fridge. grab is used for hold on to something.  This story will grab you .,37
218,conversation,,gravitate, The conversation gravitated towards politics .,2,1,conversation has propertyimportant to person conversation is at locationdinner conversation is used forcommunicate gravitate desires good life. gravitate is at location universe. gravitate is used for make something.  The conversation gravitated towards politics .,36
219,boy,,gravitate, Boys gravitate towards girls at that age .,1,1,boy has propertymale boy is at locationschool boy is used forplay with gravitate desires good life. gravitate is at location universe. gravitate is used for make something.  Boys gravitate towards girls at that age .,36
220,star,,gravitate, The stars gravitate towards each other .,2,0,star has propertybig star is at locationouterspace star is used fortravel between solar system gravitate desires good life. gravitate is at location universe. gravitate is used for make something.  The stars gravitate towards each other .,38
221,spice,,grind, grind the spices in a mortar .,0,0,spice has propertyspicy spice is at locationpantry spice is used forflavor food grind desires be clean. grind is at location grind. grind is used for move thing.  grind the spices in a mortar .,34
222,mind,,grope, His mind groped to make the connection .,2,1,mind has propertygood mind is at locationyour head mind is used forthink grope desires your partner. grope is at location your pant. grope is used for hold thing.  His mind groped to make the connection .,38
223,woman,,grope, He made some sexual advances at the woman in his office and groped her repeatedly .,12,0,woman has propertywalk along beach woman is at locationbed woman is used forhave sex grope desires your partner. grope is at location your pant. grope is used for hold thing.  He made some sexual advances at the woman in his office and groped her repeatedly .,58
224,man,,guard, There will be men guarding the horses .,4,0,man has propertymale man is at locationoffice man is used forlove guard desires freedom. guard is at location prison. guard is used for enforce law.  There will be men guarding the horses .,37
225,possession,,guard, Please guard my possessions while I 'm away .,1,0,possession has propertybad possession is at locationbank possession is used forprotect guard desires freedom. guard is at location prison. guard is used for enforce law.  Please guard my possessions while I 'm away .,35
226,vaccine,,guard, This vaccine will guard you against infection .,3,1,vaccine has propertycontagious vaccine is at locationhospital vaccine is used forcure illness guard desires freedom. guard is at location prison. guard is used for enforce law.  This vaccine will guard you against infection .,37
227,lava,,gutter, The cooling lava continued to gutter toward lower ground .,5,0,lava has propertyhot lava is at locationvolcano lava is used forcook gutter desires water. gutter is at location street. gutter is used for throw up.  The cooling lava continued to gutter toward lower ground .,40
228,tear,,gutter, Tears guttered down her face .,1,1,tear has propertymessy tear is at locationyour eye tear is used forcry gutter desires water. gutter is at location street. gutter is used for throw up.  Tears guttered down her face .,33
229,rain,,gutter, The heavy rain guttered the soil .,3,0,rain has propertywet rain is at locationrain rain is used formake water fall gutter desires water. gutter is at location street. gutter is used for throw up.  The heavy rain guttered the soil .,37
230,building,,gutter, The roofer began to gutter the buildings .,4,0,building has propertytall building is at locationbuild building is used forshelter gutter desires water. gutter is at location street. gutter is used for throw up.  The roofer began to gutter the buildings .,37
231,color,,harmonize, The colors do n't harmonize .,4,1,color has propertyreflective color is at locationrainbow color is used formake picture harmonize desires sing. harmonize is at location concert. harmonize is used for make music.  The colors do n't harmonize .,36
232,goal,,harmonize, harmonize one 's goals with one 's abilities .,0,1,goal has propertyimportant goal is at locationschool goal is used foraccomplish goal harmonize desires sing. harmonize is at location concert. harmonize is used for make music.  harmonize one 's goals with one 's abilities .,35
233,work,,heap, He heaped him with work .,1,1,work has propertyhard work is at locationoffice work is used forearn money heap desires water. heap is at location closet. heap is used for sleep on.  He heaped him with work .,33
234,firewood,,heap, heap firewood around the fireplace .,0,0,firewood has propertyuseful firewood is at locationbuild firewood is used forcook heap desires water. heap is at location closet. heap is used for sleep on.  heap firewood around the fireplace .,31
235,platter,,heap, heap the platter with potatoes .,0,0,platter has propertyround platter is at locationrestaurant platter is used forhold food heap desires water. heap is at location closet. heap is used for sleep on.  heap the platter with potatoes .,32
236,boar,,hunt, Goering often hunted wild boars in Poland .,2,0,boar has propertybig boar is at locationforest boar is used forkill deer hunt desires kill. hunt is at location forest. hunt is used for sport.  Goering often hunted wild boars in Poland .,35
237,immigrant,,hunt, They hunted the unwanted immigrants out of the neighborhood .,1,1,immigrant has propertyethnic immigrant is at locationcity immigrant is used forwork hunt desires kill. hunt is at location forest. hunt is used for sport.  They hunted the unwanted immigrants out of the neighborhood .,35
238,oscillator,,hunt, The oscillator hunts about the correct frequency .,2,1,oscillator has propertyvery old oscillator is at locationcomputer oscillator is used forpower generator hunt desires kill. hunt is at location forest. hunt is used for sport.  The oscillator hunts about the correct frequency .,36
239,back,,hurt, This exercise will hurt your back .,3,0,back has propertygood back is at locationdesk back is used forclose hurt desires be free. hurt is at location war. hurt is used for hurt.  This exercise will hurt your back .,35
240,business,,hurt, Our business was hurt by the new competition .,3,1,business has propertyprofitable business is at locationcity business is used forsell product hurt desires be free. hurt is at location war. hurt is used for hurt.  Our business was hurt by the new competition .,38
241,heat,,ignite, Great heat can ignite almost any dry matter .,3,0,heat has propertyhot heat is at locationoven heat is used forcook ignite desires light. ignite is at location fire. ignite is used for cook.  Great heat can ignite almost any dry matter .,36
242,gas,,ignite, Marsh gases ignited suddenly .,2,0,gas has propertyflammable gas is at locationgas station gas is used forfuel ignite desires light. ignite is at location fire. ignite is used for cook.  Marsh gases ignited suddenly .,32
243,hatred,,ignite, The ostentatious way of living of the rich ignites the hatred of the poor .,8,1,hatred has propertybad hatred is at locationwar hatred is used forhate ignite desires light. ignite is at location fire. ignite is used for cook.  The ostentatious way of living of the rich ignites the hatred of the poor .,47
244,plant,,immigrate, only few plants can immigrate to the island .,4,1,plant has propertygreen plant is at locationgarden plant is used forgrow food immigrate desires money. immigrate is at location country. immigrate is used for get money.  only few plants can immigrate to the island .,39
245,people,,immigrate, Many people immigrated at the beginning of the 20th century .,2,0,people has propertyselfish people is at locationbus stop people is used forwork immigrate desires money. immigrate is at location country. immigrate is used for get money.  Many people immigrated at the beginning of the 20th century .,39
246,head,,incline, She inclined her head to the student .,1,0,head has propertyround head is at locationhead head is used forthink incline desires ride bicycle. incline is at location mountain. incline is used for get across obstacle.  She inclined her head to the student .,36
247,language,,incline, Their language inclines us to believe them .,2,1,language has propertycomplex language is at locationlanguage language is used forcommunicate incline desires ride bicycle. incline is at location mountain. incline is used for get across obstacle.  Their language inclines us to believe them .,37
248,child,,infect, Your children have infected you with this head cold .,3,0,child has propertyvery creative child is at locationkindergarten child is used forplay with infect desires kill. infect is at location hospital. infect is used for kill.  Your children have infected you with this head cold .,39
249,society,,infect, society was infected by racism .,2,1,society has propertycorrupt society is at locationcountry society is used forlive in infect desires kill. infect is at location hospital. infect is used for kill.  society was infected by racism .,33
250,laughter,,infect, His laughter infects everyone who is in the same room .,2,1,laughter has propertygood laughter is at locationmovie laughter is used forfun infect desires kill. infect is at location hospital. infect is used for kill.  His laughter infects everyone who is in the same room .,37
251,charge,,inflate, The charges were inflated .,3,1,charge has propertybad charge is at locationcourtroom charge is used forenforce law inflate desires fly. inflate is at location air. inflate is used for air pressure.  The charges were inflated .,34
252,economy,,inflate, The war inflated the economy .,2,1,economy has propertybad economy is at locationcity economy is used forbuy thing inflate desires fly. inflate is at location air. inflate is used for air pressure.  The war inflated the economy .,34
253,currency,,inflate, inflate the currency .,0,1,currency has propertyworthless currency is at locationbank currency is used forbuy thing inflate desires fly. inflate is at location air. inflate is used for air pressure.  inflate the currency .,30
254,castle,,inherit, I inherited a castle from my French grandparents .,1,0,castle has propertybig castle is at locationengland castle is used forkeep person safe inherit desires money. inherit is at location house. inherit is used for inherit wealth.  I inherited a castle from my French grandparents .,37
255,problem,,inherit, The new chairman inherited many problems from the previous chair .,3,1,problem has propertybad problem is at locationoffice problem is used forsolve inherit desires money. inherit is at location house. inherit is used for inherit wealth.  The new chairman inherited many problems from the previous chair .,39
256,eyesight,,inherit, I inherited my good eyesight from my mother .,1,0,eyesight has propertycomplicate eyesight is at locationperson eyesight is used forsee inherit desires money. inherit is at location house. inherit is used for inherit wealth.  I inherited my good eyesight from my mother .,35
257,glucose,,inject, We injected the glucose into the patient 's vein .,1,0,glucose has propertygood for you glucose is at locationsugar bowl glucose is used formake sugar inject desires inject. inject is at location hospital. inject is used for kill someone.  We injected the glucose into the patient 's vein .,40
258,life,,inject, He injected new life into the performance .,1,1,life has propertyfragile life is at locationearth life is used forlive inject desires inject. inject is at location hospital. inject is used for kill someone.  He injected new life into the performance .,34
259,hydrogen,,inject, inject hydrogen into the balloon .,0,0,hydrogen has propertyvery dense hydrogen is at locationspace hydrogen is used forenergy inject desires inject. inject is at location hospital. inject is used for kill someone.  inject hydrogen into the balloon .,32
260,program,,interrupt, We interrupt the program for the following messages .,1,0,program has propertycomplex program is at locationcomputer program is used forprogram interrupt desires answer. interrupt is at location church. interrupt is used for get information.  We interrupt the program for the following messages .,35
261,pregnancy,,interrupt, She interrupted her pregnancy .,1,1,pregnancy has propertyfun pregnancy is at locationwomb pregnancy is used forhave sex interrupt desires answer. interrupt is at location church. interrupt is used for get information.  She interrupted her pregnancy .,32
262,poland,,invade," Hitler invaded Poland on September 1 , 1939 .",1,0,"poland has propertysouth of europe poland is at locationin europe poland is used forinvade poland invade desires invade. invade is at location war. invade is used for invade.  Hitler invaded Poland on September 1 , 1939 .",38
263,colleague,,invade, This new colleague invades my territory .,3,1,colleague has propertyhelpful colleague is at locationoffice colleague is used forhelp invade desires invade. invade is at location war. invade is used for invade.  This new colleague invades my territory .,34
264,lungs,,invade, The cancer had invaded her lungs .,3,1,lungs has propertyimportant for life lungs is at locationperson lungs is used forbreathe invade desires invade. invade is at location war. invade is used for invade.  The cancer had invaded her lungs .,36
265,pedal,,jam, The driver jammed the brake pedal to the floor .,2,0,pedal has propertyhard pedal is at locationcar pedal is used fordrive jam desires eat. jam is at location jar. jam is used for eat.  The driver jammed the brake pedal to the floor .,36
266,mechanism,,jam, the mechanism jammed .,2,0,mechanism has propertycomplex mechanism is at locationcomputer mechanism is used foropen door jam desires eat. jam is at location jar. jam is used for eat.  the mechanism jammed .,31
267,account,,juggle, juggle an account so as to hide a deficit .,0,1,account has propertyimportant account is at locationyour bank account account is used forpay bill juggle desires juggle. juggle is at location disneyland. juggle is used for fun.  juggle an account so as to hide a deficit .,37
268,job,,juggle, She had to juggle her job and her children .,3,1,job has propertyhard job is at locationoffice job is used forprovide service juggle desires juggle. juggle is at location disneyland. juggle is used for fun.  She had to juggle her job and her children .,38
269,ball,,juggle, the player juggled the ball .,2,0,ball has propertyround ball is at locationtoy store ball is used forplay basketball juggle desires juggle. juggle is at location disneyland. juggle is used for fun.  the player juggled the ball .,34
270,action,,key, key one 's actions to the voters ' prevailing attitude .,0,1,action has propertyimportant action is at locationmovie action is used formake money key desires be write. key is at location keyring. key is used for unlock door.  key one 's actions to the voters ' prevailing attitude .,38
271,dog,,kick, The boy kicked the dog .,2,0,dog has propertyloyal dog is at locationyour house dog is used forprotect person kick desires play. kick is at location soccer game. kick is used for get in fight.  The boy kicked the dog .,37
272,gun,,kick, The gun kicked back into my shoulder .,2,0,gun has propertydangerous gun is at locationpolice station gun is used forkill person kick desires play. kick is at location soccer game. kick is used for get in fight.  The gun kicked back into my shoulder .,39
273,check,,kite, He kited many checks .,1,1,check has propertynecessary to get money check is at locationdesk check is used forpay bill kite desires fly. kite is at location sky. kite is used for fun.  He kited many checks .,34
274,dollar,,kite, The businessman kited millions of dollars .,2,1,dollar has propertyworthless dollar is at locationpurse dollar is used forbuy thing kite desires fly. kite is at location sky. kite is used for fun.  The businessman kited millions of dollars .,34
275,pilot,,kite, The pilot kited for a long time over the mountains .,2,0,pilot has propertyfly pilot is at locationin plane pilot is used forfly kite desires fly. kite is at location sky. kite is used for fun.  The pilot kited for a long time over the mountains .,38
276,bird,,land, The bird landed on the highest branch .,2,0,bird has propertyvery smart bird is at locationin sky bird is used forfly land desires water. land is at location earth. land is used for grow food.  The bird landed on the highest branch .,37
277,airplane,,land, the pilot managed to land the airplane safely .,4,0,airplane has propertynoisy airplane is at locationairport airplane is used fortravel land desires water. land is at location earth. land is used for grow food.  the pilot managed to land the airplane safely .,38
278,jail,,land, this may land you in jail .,2,1,jail has propertybad jail is at locationjail jail is used forpunishment land desires water. land is at location earth. land is used for grow food.  this may land you in jail .,34
279,smuggler,,land, The drug smugglers landed the heroin on the beach of the island .,3,0,smuggler has propertyillegal activity smuggler is at locationport smuggler is used forcriminal land desires water. land is at location earth. land is used for grow food.  The drug smugglers landed the heroin on the beach of the island .,42
280,blow,,land, He landed several blows on his opponent 's head .,1,1,blow has propertyfun blow is at locationwall blow is used forhit someone land desires water. land is at location earth. land is used for grow food.  He landed several blows on his opponent 's head .,37
281,ship,,land, The ship landed in Pearl Harbor .,2,0,ship has propertynoisy ship is at locationocean ship is used fortravel land desires water. land is at location earth. land is used for grow food.  The ship landed in Pearl Harbor .,34
282,book,,lay, lay the books on the table .,0,0,book has propertyheavy book is at locationlibrary book is used forlearn lay desires play. lay is at location in bed. lay is used for sleep.  lay the books on the table .,32
283,foundation,,lay, lay the foundation for a new health care plan .,0,1,foundation has propertyhard foundation is at locationbuild foundation is used forbuild wall lay desires play. lay is at location in bed. lay is used for sleep.  lay the foundation for a new health care plan .,36
